,Proj. Type,Organization Name,Project Name,City,SPA,CD,SD,Geo Code,HMIS Participating,Inventory Type,Bed Type,Target Pop.,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Victim Service Provider,Additional Federal Funding?,Housing Type,McKinney- Vento: Yhdp,Overflow Beds,PIT Count,Total Beds,Utilization Rate,funding_sources
1017,Tranisitional Housing,The Salvation Army,Bell Shelter Transitional Housing,Bell,7,0,4,69037,Yes,Current,,,0,0,10,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,14,10,140.0,['Additional Federal Funding: Other']
1018,Emergency Shelter,The Salvation Army,Bridge Housing City Roadmap Isaiah's House,Los Angeles,4,13,3,62118,Yes,Current,Facility-based beds,,0,0,30,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,22,30,73.333,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: Esg-CV']"
1019,Permonent Supportive Housing,The Salvation Army,CA1684 CIS PSH Youth,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,68,0,0,0,0,0,68,0,0,No,Yes,Site-based - single site,No,0,73,68,107.353,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocPsh']"
1020,Permonent Supportive Housing,The Salvation Army,CA1685 CIS PSH,Los Angeles,4,14,1,62118,Yes,Current,,,117,67,0,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,89,117,76.068,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocPsh']"
1021,Emergency Shelter,The Salvation Army,CES Bridge Housing Program Reserved,Bell,7,0,4,69037,Yes,Current,Facility-based beds,,0,0,19,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,18,19,94.737,['Additional Federal Funding: Other']
1022,Emergency Shelter,The Salvation Army,CES Bridge Housing Program Way In Youth,Los Angeles,4,13,3,62118,Yes,Current,Facility-based beds,,0,0,3,0,0,0,0,0,3,0,0,No,Yes,Site-based - single site,No,0,3,3,100.0,['Additional Federal Funding: Other']
1023,Emergency Shelter,The Salvation Army,CES Crisis Housing Program (New),Bell,7,0,4,69037,Yes,Current,Facility-based beds,,0,0,57,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,54,57,94.737,['Additional Federal Funding: Other']
1024,Emergency Shelter,The Salvation Army,CES Crisis Housing Way In Youth,Los Angeles,4,13,3,62118,Yes,Current,Facility-based beds,,0,0,5,0,0,0,0,0,5,0,0,No,Yes,Site-based - single site,No,0,4,5,80.0,['Additional Federal Funding: Other']
1025,Tranisitional Housing,The Salvation Army,CES Transitional Housing SPA 1,Palmdale,1,0,5,62658,Yes,Current,,,0,0,11,0,0,0,0,0,11,0,0,No,Yes,Site-based - single site,No,0,4,11,36.364,['Additional Federal Funding: Other']
1026,Tranisitional Housing,The Salvation Army,CES Transitional Housing SPA 5,Los Angeles,6,8,2,62118,Yes,Current,,,0,0,12,0,0,0,0,0,12,0,0,No,Yes,Site-based - single site,No,0,9,12,75.0,['Additional Federal Funding: Other']
1027,Rapid Re-housing,The Salvation Army,County Bridge to Subsidy SPA 3,El Monte,3,0,1,61152,Yes,Current,,,0,0,1,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,1,1,100.0,['Additional Federal Funding: Other']
1028,Emergency Shelter,The Salvation Army,DHS Interim Housing Lilly's Place,Los Angeles,4,1,1,62118,Yes,Current,Facility-based beds,,32,10,0,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,31,32,96.875,['Additional Federal Funding: Other']
1029,Emergency Shelter,The Salvation Army,DHS PHK ESG-Motel 6 Norwalk,Norwalk,7,0,4,62490,Yes,Current,Facility-based beds,,0,0,53,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,29,53,54.717,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: Esg-CV']"
1030,Emergency Shelter,The Salvation Army,DMH Interim Housing Bell Shelter,Bell,7,0,4,69037,Yes,Current,Facility-based beds,,0,0,95,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,61,95,64.211,[]
1031,Emergency Shelter,The Salvation Army,DMH Interim Housing Hope Harbor,Los Angeles,6,9,2,62118,Yes,Current,Facility-based beds,,0,0,90,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,15,90,16.667,[]
1032,Emergency Shelter,The Salvation Army,DMH Interim Housing Santa Fe Springs,Whittier,7,0,4,64074,Yes,Current,Facility-based beds,,0,0,116,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,53,116,45.69,['Additional Federal Funding: Other']
1033,Emergency Shelter,The Salvation Army,DMH Interim Housing West Wing,Whittier,7,0,4,64074,Yes,Current,Facility-based beds,,0,0,24,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,28,24,116.667,['Additional Federal Funding: Other']
1034,Emergency Shelter,The Salvation Army,DMH Interim Housing Zahn,Los Angeles,4,14,1,62118,Yes,Current,Facility-based beds,,36,12,0,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,48,36,133.333,[]
1035,Emergency Shelter,The Salvation Army,Enhanced Emergency Shelter Program The Way In,Los Angeles,4,13,3,62118,Yes,Current,Facility-based beds,,0,0,14,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,13,14,92.857,['Additional Federal Funding: Other']
1036,Tranisitional Housing,The Salvation Army,GPD VA Bridge Housing Program,Bell,7,0,4,69037,Yes,Current,,,0,0,20,0,0,0,0,20,0,0,0,No,Yes,Site-based - single site,No,0,1,20,5.0,['Additional Federal Funding: GPD-BH']
1037,Tranisitional Housing,The Salvation Army,GPD VA Bridge Housing Program Hope Harbor,Los Angeles,6,9,2,62118,Yes,Current,,,0,0,5,0,0,0,0,5,0,0,0,No,Yes,Site-based - single site,No,0,2,5,40.0,['Additional Federal Funding: GPD-BH']
1038,Tranisitional Housing,The Salvation Army,GPD VA Clinical Treatment,Bell,7,0,4,69037,Yes,Current,,,0,0,50,0,0,0,0,50,0,0,0,No,Yes,Site-based - single site,No,0,9,50,18.0,['Additional Federal Funding: GPD-CT']
1039,Tranisitional Housing,The Salvation Army,GPD VA Clinical Treatment Hope Harbor,Los Angeles,6,9,2,62118,Yes,Current,,,0,0,42,0,0,0,0,42,0,0,0,No,Yes,Site-based - single site,No,0,15,42,35.714,['Additional Federal Funding: GPD-CT']
1040,Safe Haven,The Salvation Army,GPD VA Low Demand Safe Haven,Bell,7,0,4,69037,Yes,Current,,,0,0,30,0,0,0,0,30,0,0,0,No,Yes,Site-based - single site,No,0,17,30,56.667,['Additional Federal Funding: GPD-LD']
1041,Tranisitional Housing,The Salvation Army,GPD VA Service Intensive Transitional Housing Bell Shelter,Bell,7,0,4,69037,Yes,Current,,,0,0,71,0,0,0,0,71,0,0,0,No,Yes,Site-based - single site,No,0,38,71,53.521,['Additional Federal Funding: GPD-SITH']
1042,Other PH,The Salvation Army,PBV Athens Vista,Los Angeles,8,0,2,69037,Yes,Current,,,0,0,37,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,36,37,97.297,['Additional Federal Funding: Other']
1044,Rapid Re-housing,The Salvation Army,SSVF RRH 20CA017,Long Beach,8,0,4,62088,Yes,Current,,,18,5,33,0,18,0,0,33,0,0,0,No,Yes,Tenant-based - scattered site,No,0,51,51,100.0,['Additional Federal Funding: SSVF']
1045,Tranisitional Housing,The Salvation Army,The Way In Youth Transitional Housing,Los Angeles,4,13,3,62118,Yes,Current,,,0,0,24,0,0,0,0,0,24,0,0,No,Yes,Site-based - clustered / multiple sites,No,0,15,24,62.5,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocTh']"
1046,Emergency Shelter,The Salvation Army,Tiny Home Village Harbor Park,Wilmington,8,15,4,62118,Yes,Current,Facility-based beds,,0,0,75,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,56,75,74.667,['Additional Federal Funding: Other']
1047,Rapid Re-housing,The Salvation Army,TLS Adult SPA 3,El Monte,3,0,1,61152,Yes,Current,,,0,0,2,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,2,2,100.0,['Additional Federal Funding: Other']
1048,Rapid Re-housing,The Salvation Army,TLS Adult SPA 4,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,51,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,50,51,98.039,['Additional Federal Funding: Other']
1049,Rapid Re-housing,The Salvation Army,TLS Adult SPA 7,Signal Hill,7,0,4,69037,Yes,Current,,,0,0,21,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,21,21,100.0,['Additional Federal Funding: Other']
1050,Rapid Re-housing,The Salvation Army,TLS Adult SPA 8,Inglewood,8,0,2,61740,Yes,Current,,,0,0,16,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,16,16,100.0,['Additional Federal Funding: Other']
1051,Rapid Re-housing,The Salvation Army,TLS Shallow Subsidy Rental Assistance,Los Angeles,4,14,1,62118,Yes,Current,,,638,182,199,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,837,837,100.0,['Additional Federal Funding: Other']
1052,Emergency Shelter,The Salvation Army,TSA FSC Westwood Transitional Village Crisis Housing,Los Angeles,5,5,3,62118,Yes,Current,Facility-based beds,,105,30,0,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,91,105,86.667,['Additional Federal Funding: Other']
1053,Tranisitional Housing,The Salvation Army,VA Transitional Housing Westwood,Los Angeles,5,5,3,62118,Yes,Current,,,25,9,0,1,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,17,26,65.385,"['Additional Federal Funding: GPD-TP', 'McKinney- Vento', 'McKinney- Vento: CocTh']"
1054,Tranisitional Housing,The Salvation Army,Wellness Center Transitional Housing,Bell,7,0,4,69037,Yes,Current,,,0,0,36,0,0,0,0,36,0,0,0,No,Yes,Site-based - single site,No,0,31,36,86.111,['Additional Federal Funding: GPD-CT']
1055,Emergency Shelter,The Salvation Army,Whittier Emergency Shelter,Whittier,7,0,4,64074,Yes,Current,Facility-based beds,,0,0,139,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,2,139,1.439,['Additional Federal Funding: Other']
1056,Emergency Shelter,The Village Family Services,CES Bridge Housing Program Hope of the Valley,Burbank,2,0,5,60456,Yes,Current,Facility-based beds,,0,0,20,0,0,0,0,0,20,0,0,No,Yes,Site-based - single site,No,0,18,20,90.0,['Additional Federal Funding: Other']
1057,Tranisitional Housing,The Village Family Services,CES Transitional Housing Program Hope of the Valley SPA 2,Burbank,2,0,5,60456,Yes,Current,,,0,0,16,0,0,0,0,0,16,0,0,No,Yes,Site-based - single site,No,0,18,16,112.5,['Additional Federal Funding: Other']
1058,Rapid Re-housing,The Village Family Services,TLS Youth SPA 2,Los Angeles,2,2,3,62118,Yes,Current,,,0,0,24,0,0,0,0,0,24,0,0,No,Yes,Tenant-based - scattered site,No,0,24,24,100.0,['Additional Federal Funding: Other']
1059,Rapid Re-housing,The Village Family Services,YHDP TLS,Los Angeles,2,2,3,62118,Yes,Current,,,0,0,14,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,Yes,0,14,14,100.0,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: Yhdp']"
1060,Permonent Supportive Housing,The Whole Child,CA0465 Shelter Plus Care,Downey,7,0,4,61032,Yes,Current,,,458,111,132,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,590,590,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
1061,Rapid Re-housing,The Whole Child,CDC Bringing Families Home SPA 3,Pomona,3,0,1,62850,Yes,Current,,,90,28,0,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,90,90,100.0,['Additional Federal Funding: Other']
1062,Rapid Re-housing,The Whole Child,CDC Bringing Families Home SPA 7,Downey,7,0,4,61032,Yes,Current,,,123,33,2,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,125,125,100.0,['Additional Federal Funding: Other']
1063,Rapid Re-housing,The Whole Child,TLS FSC SPA 7,Santa Fe Springs,7,0,4,69037,Yes,Current,,,259,75,11,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,270,270,100.0,['Additional Federal Funding: Other']
1064,Rapid Re-housing,The Whole Child,TLS Shallow Subsidy SPA 3,Pomona,3,0,1,62850,Yes,Current,,,0,0,2,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,2,2,100.0,['Additional Federal Funding: Other']
1065,Rapid Re-housing,The Whole Child,TLS Shallow Subsidy SPA 7,Downey,7,0,4,61032,Yes,Current,,,42,12,5,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,47,47,100.0,['Additional Federal Funding: Other']
1066,Rapid Re-housing,The Whole Child,TWC Cities,Downey,7,0,4,61032,Yes,Current,,,2,1,0,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,2,2,100.0,[]
1067,Emergency Shelter,The Whole Child,TWC FSC Crisis Housing,Los Angeles,4,14,1,62118,Yes,Current,Facility-based beds,,14,6,0,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,22,14,157.143,['Additional Federal Funding: Other']
1068,Emergency Shelter,The Whole Child,TWC FSC Crisis Housing Motel/Hotel Vouchers 2 (Vouchers),Whittier,7,0,4,64074,Yes,Current,Voucher beds,,12,3,0,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,12,12,100.0,['Additional Federal Funding: Other']
1069,Emergency Shelter,The Whole Child,TWC FSC Crisis Housing Safe Families,Los Angeles,4,13,1,62118,Yes,Current,Facility-based beds,,104,44,0,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,100,104,96.154,['Additional Federal Funding: Other']
1071,Emergency Shelter,Timelist Group Inc,DHS Interim Housing Pathway Homes - 61st,Los Angeles,6,9,2,62118,No,Current,Facility-based beds,,0,0,23,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,19,23,82.609,['Additional Federal Funding: Other']
1072,Emergency Shelter,Timelist Group Inc,DHS Interim Housing Pathway Homes - 8th Ave,Los Angeles,6,8,2,62118,No,Current,Facility-based beds,,0,0,40,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,36,40,90.0,['Additional Federal Funding: Other']
1073,Emergency Shelter,Timelist Group Inc,DHS Interim Housing Pathway Homes - Holmes,Los Angeles,6,0,2,62118,No,Current,Facility-based beds,,0,0,23,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,21,23,91.304,['Additional Federal Funding: Other']
1074,Emergency Shelter,Triangle Christian Services,Interim Housing San Pedro,Los Angeles,6,9,2,62118,No,Current,Facility-based beds,,20,5,0,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,7,20,35.0,['Additional Federal Funding: Other']
1075,Permonent Supportive Housing,Tri-City Mental Health Center,HACoLA Shelter Plus Care,Pomona,3,0,1,62850,Yes,Current,,,0,0,12,0,0,0,0,0,0,12,0,No,No,Tenant-based - scattered site,No,0,11,12,91.667,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
1076,Rapid Re-housing,"Turning Point Alcohol & Drug Education Program, Inc.",TLS Adult SPA 4,Los Angeles,4,4,5,62118,Yes,Current,,,0,0,31,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,31,31,100.0,['Additional Federal Funding: Other']
1077,Permonent Supportive Housing,"Turning Point Alcohol & Drug Education Program, Inc.",Turning Point LA Care DHS (H4HC),Los Angeles,6,8,2,62118,Yes,Current,,,0,0,17,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,17,17,100.0,['Additional Federal Funding: Other']
1078,Permonent Supportive Housing,U.S. Department of Veterans Affairs,VASH - HACLA,Alhambra,3,0,1,60030,No,Current,,,714,254,1509,0,714,0,0,1509,0,0,0,No,Yes,Tenant-based - scattered site,No,0,2223,2223,100.0,['Additional Federal Funding: HUD-VASH']
1079,Permonent Supportive Housing,U.S. Department of Veterans Affairs,VASH - HACLA,Los Angeles,4,1,1,62118,No,Current,,,456,157,1961,0,456,0,0,1961,0,0,0,No,Yes,Tenant-based - scattered site,No,0,2417,2417,100.0,['Additional Federal Funding: HUD-VASH']
1080,Permonent Supportive Housing,Union Rescue Mission,Hope Gardens Senior Center,Los Angeles,4,14,1,62118,No,Current,,,0,0,25,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,25,25,100.0,[]
1081,Rapid Re-housing,Union Station Homeless Services,CDC Bringing Families Home SPA 3,Pasadena,3,0,5,62724,Yes,Current,,,0,0,0,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,0,0,,['Additional Federal Funding: Other']
1082,Emergency Shelter,Union Station Homeless Services,Pathway Home,Irwindale,3,0,1,69037,Yes,Current,Facility-based beds,,0,0,102,0,0,0,0,0,0,0,0,No,Yes,Site-based - clustered / multiple sites,No,0,102,102,100.0,['Additional Federal Funding: Other']
1083,Emergency Shelter,Union Station Homeless Services,PHK CITY Casa Luna,Los Angeles,4,14,1,62118,Yes,Current,Facility-based beds,,0,0,41,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,41,41,100.0,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: Esg-CV']"
1084,Emergency Shelter,Union Station Homeless Services,PHK CITY El Monte,El Monte,3,0,1,61152,Yes,Current,Facility-based beds,,0,0,39,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,36,39,92.308,['Additional Federal Funding: Other']
1085,Emergency Shelter,Union Station Homeless Services,PHK CITY Huntington Villas,Los Angeles,4,14,1,62118,Yes,Current,Facility-based beds,,0,0,50,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,50,50,100.0,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: Esg-CV']"
1086,Emergency Shelter,Union Station Homeless Services,Tiny Home Village Eagle Rock,Los Angeles,4,14,1,62118,Yes,Current,Facility-based beds,,0,0,43,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,40,43,93.023,['Additional Federal Funding: Other']
1087,Rapid Re-housing,Union Station Homeless Services,TLS Adult SPA 3,Altadena,3,0,5,69037,Yes,Current,,,0,0,155,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,155,155,100.0,['Additional Federal Funding: Other']
1088,Rapid Re-housing,Union Station Homeless Services,TLS FSC SPA 3,Altadena,3,0,5,69037,Yes,Current,,,84,27,0,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,84,84,100.0,['Additional Federal Funding: Other']
1089,Permonent Supportive Housing,Union Station Homeless Services,USH DHS ICMS LACDA EHV (D7),Altadena,3,0,5,69037,Yes,Current,,,6,2,8,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,9,14,64.286,['Additional Federal Funding: Other']
1090,Emergency Shelter,Union Station Homeless Services,USHS FSC Crisis Housing Vouchers (Vouchers),Irwindale,3,0,1,69037,Yes,Current,Voucher beds,,131,40,0,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,131,131,100.0,['Additional Federal Funding: Other']
1091,Permonent Supportive Housing,Union Station Homeless Services,USHS Housing For Health,Duarte,3,0,5,69037,Yes,Current,,,87,25,241,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,328,328,100.0,[]
1092,Permonent Supportive Housing,Union Station Homeless Services,USHS SPA 3 Scattered Site PSH LACDA 1,Duarte,3,0,5,69037,Yes,Current,,,1,3,55,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,54,56,96.429,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
1093,Permonent Supportive Housing,Union Station Homeless Services,USHS SPA 3 Scattered Site PSH LACDA 2,Duarte,3,0,5,69037,Yes,Current,,,0,0,54,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,54,54,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
1094,Rapid Re-housing,United American Indian Involvement (UAII),TLS Adult SPA 4,Los Angeles,4,1,1,62118,Yes,Current,,,0,0,0,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,0,0,,['Additional Federal Funding: Other']
1095,Tranisitional Housing,United Friends of the Children,CES Transitional Housing Youth Families SPA 5 (New),Los Angeles,5,11,2,62118,Yes,Current,,,1,1,0,0,0,1,0,0,0,0,0,No,Yes,Site-based - clustered / multiple sites,No,0,1,1,100.0,['Additional Federal Funding: Other']
1096,Tranisitional Housing,United Friends of the Children,CES Transitional Housing Youth Families SPA 7 (New),Whittier,7,0,4,64074,Yes,Current,,,6,6,0,0,0,6,0,0,0,0,0,No,Yes,Site-based - clustered / multiple sites,No,0,5,6,83.333,['Additional Federal Funding: Other']
1097,Tranisitional Housing,United Friends of the Children,CES Transitional Housing Youth SPA 5 (New),Los Angeles,5,11,2,62118,Yes,Current,,,0,0,6,0,0,0,0,0,6,0,0,No,Yes,Site-based - clustered / multiple sites,No,0,5,6,83.333,['Additional Federal Funding: Other']
1098,Tranisitional Housing,United Friends of the Children,CES Transitional Housing Youth SPA 7 (New),Whittier,7,0,4,64074,Yes,Current,,,0,0,59,0,0,0,0,0,0,0,0,No,Yes,Site-based - clustered / multiple sites,No,0,54,59,91.525,['Additional Federal Funding: Other']
1099,Tranisitional Housing,United Friends of the Children,CES Transitional Housing Youth SPA 8 (New),Los Angeles,8,0,2,62118,Yes,Current,,,0,0,8,0,0,0,0,0,8,0,0,No,Yes,Site-based - clustered / multiple sites,No,0,8,8,100.0,['Additional Federal Funding: Other']
1100,Emergency Shelter,"United States Veterans Initiative, Inc.",A Bridge Home Eubank CD15,Wilmington,8,15,4,62118,Yes,Current,Facility-based beds,,0,0,100,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,89,100,89.0,['Additional Federal Funding: Other']
1101,Emergency Shelter,"United States Veterans Initiative, Inc.",B7 Bridge Housing Program,Inglewood,8,0,2,61740,Yes,Current,Facility-based beds,,0,0,19,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,18,19,94.737,['Additional Federal Funding: Other']
1102,Tranisitional Housing,"United States Veterans Initiative, Inc.",CA0520 Veterans In Progress,Inglewood,8,0,2,61740,Yes,Current,,,0,0,170,0,0,0,0,170,0,0,0,No,No,Site-based - single site,No,0,153,170,90.0,"['McKinney- Vento', 'McKinney- Vento: CocTh']"
1103,Emergency Shelter,"United States Veterans Initiative, Inc.",CES Bridge Housing Program,Inglewood,8,0,2,61740,Yes,Current,Facility-based beds,,0,0,7,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,2,7,28.571,['Additional Federal Funding: Other']
1104,Emergency Shelter,"United States Veterans Initiative, Inc.",CES Crisis Housing Program,Inglewood,8,0,2,61740,Yes,Current,Facility-based beds,,0,0,14,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,15,14,107.143,['Additional Federal Funding: Other']
1105,Rapid Re-housing,"United States Veterans Initiative, Inc.",SSVF RRH,Los Angeles,4,14,1,62118,Yes,Current,,,26,7,37,0,26,0,0,37,0,0,0,No,Yes,Tenant-based - scattered site,No,0,63,63,100.0,['Additional Federal Funding: SSVF']
1106,Permonent Supportive Housing,"United States Veterans Initiative, Inc.",West LA VA Campus - Bldg.207,Los Angeles,5,0,3,69037,Yes,Current,,,0,0,26,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,21,26,80.769,['Additional Federal Funding: Other']
1107,Tranisitional Housing,Upward Bound House,CA0518 Family Place Transitional SHP,Santa Monica,5,0,3,63384,Yes,Current,,,70,21,0,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,70,70,100.0,"['McKinney- Vento', 'McKinney- Vento: CocTh']"
1108,Rapid Re-housing,Upward Bound House,CA1335 South Los Angeles Rapid Re-Housing,Compton,6,0,2,60804,Yes,Current,,,201,59,0,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,201,201,100.0,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocRrh']"
1109,Rapid Re-housing,Upward Bound House,CA1497 CoC Rapid Re-Housing Families,Compton,6,0,2,60804,Yes,Current,,,0,0,0,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,0,0,,"['McKinney- Vento', 'McKinney- Vento: CocRrh']"
1110,Rapid Re-housing,Upward Bound House,CDC Bringing Families Home SPA 6,Los Angeles,6,9,2,62118,Yes,Current,,,84,21,0,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,84,84,100.0,['Additional Federal Funding: Other']
1111,Rapid Re-housing,Upward Bound House,CDC Bringing Families Home SPA 8,Los Angeles,6,9,2,62118,Yes,Current,,,28,8,1,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,29,29,100.0,['Additional Federal Funding: Other']
1112,Tranisitional Housing,Upward Bound House,CES Transitional Housing Program SPA 6,Compton,6,8,2,60804,Yes,Current,,,21,9,0,0,0,21,0,0,0,0,0,No,Yes,Site-based - single site,No,0,18,21,85.714,['Additional Federal Funding: Other']
1113,Emergency Shelter,Upward Bound House,LA County Emergency Shelter,Culver City ,5,0,2,69037,Yes,Current,Facility-based beds,,18,6,0,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,11,18,61.111,[]
1114,Tranisitional Housing,Upward Bound House,Transitional Housing Bright Futures Youth SPA 6,Los Angeles,6,9,2,62118,Yes,Current,,,11,5,0,0,0,11,0,0,0,0,0,No,Yes,Site-based - single site,No,0,11,11,100.0,['Additional Federal Funding: Other']
1115,Emergency Shelter,Upward Bound House,UBH FSC Crisis Housing SPA 5,Culver City ,5,0,2,69037,Yes,Current,Facility-based beds,,32,12,0,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,Yes,0,27,32,84.375,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: Yhdp']"
1116,Emergency Shelter,Upward Bound House,UBH FSC Crisis Housing SPA 6,Los Angeles,6,8,2,62118,Yes,Current,Facility-based beds,,98,36,0,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,85,98,86.735,['Additional Federal Funding: Other']
1117,Tranisitional Housing,Upward Bound House,YHDP TH-Joint Component,Los Angeles,6,8,2,62118,Yes,Current,,,18,9,0,0,0,18,0,0,0,0,0,No,Yes,Site-based - single site,Yes,0,21,18,116.667,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocThRrh', 'McKinney- Vento: Yhdp']"
1118,Rapid Re-housing,Upward Bound House,YHDP TLS,Los Angeles,5,0,2,69037,Yes,Current,,,10,5,0,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,Yes,0,10,10,100.0,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: Yhdp']"
1119,Rapid Re-housing,Upward Bound House,YHDP TLS-Joint Component,Los Angeles,5,0,2,69037,Yes,Current,,,28,12,0,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,Yes,0,28,28,100.0,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocThRrh', 'McKinney- Vento: Yhdp']"
